ConstellationName,Index,RightAscension,Declination,Longitude,Latitude
PUP,1244,7.45,-33.2504692,111.75,-33.25047
PUP,1245,6.66,-33.1128159,99.9,-33.11282
PUP,1246,6.65,-43.1116486,99.75,-43.11165
PUP,1247,6.06,-43.0057793,90.9,-43.00578
PUP,1248,6.05,-50.7545471,90.75,-50.75455
PUP,1249,8.06,-51.1025848,120.9,-51.10258
PUP,1250,8.07,-43.3535042,121.05,-43.3535
PUP,1251,8.44,-43.4095192,126.6,-43.40952
PUP,1252,8.45,-37.160038,126.75,-37.16004
PUP,1253,8.46,-17.4112568,126.9,-17.41126
PUP,1254,8.47,-11.4115648,127.05,-11.41156
PUP,1255,8.18,-11.3687992,122.7,-11.3688
RET,1256,3.22,-67.03582,48.3,-67.03582
RET,1257,4.59,-67.2479248,68.85,-67.24792
RET,1258,4.62,-58.7506638,69.3,-58.75066
RET,1259,4.37,-58.7088547,65.55,-58.70885
RET,1260,4.38,-56.2093849,65.7,-56.20938
RET,1261,4.05,-56.1555862,60.75,-56.15559
RET,1262,4.05,-52.8228111,60.75,-52.82281
RET,1263,3.89,-52.7968445,58.35,-52.79684
RET,1264,3.56,-52.7470779,53.4,-52.74708
RET,1265,3.55,-57.0797844,53.25,-57.07978
RET,1266,3.25,-57.0377846,48.75,-57.03778
SGE,1267,18.96,18.6647091,-75.6,18.66471
SGE,1268,18.96,21.2478352,-75.6,21.24784
SGE,1269,19.34,21.3148155,-69.9,21.31482
SGE,1270,19.34,19.3982983,-69.9,19.3983
SGE,1271,19.93,19.4955387,-61.05,19.49554
SGE,1272,19.92,21.5787334,-61.2,21.57873
SGE,1273,20.34,21.6436558,-54.9,21.64366
SGE,1274,20.34,20.8936996,-54.9,20.8937
SGE,1275,20.35,16.1439629,-54.75,16.14396
SGE,1276,20.24,16.1275158,-56.4,16.12752
SGE,1277,19.93,16.0790844,-61.05,16.07908
SGE,1278,19.93,16.4957294,-61.05,16.49573
SGE,1279,19.09,16.3550682,-73.65,16.35507
SGE,1280,19.09,18.6882229,-73.65,18.68822
SGR,1281,18.98,-11.866436,-75.3,-11.86644
SGR,1282,18.99,-15.8328123,-75.15,-15.83281
SGR,1283,18.37,-15.943572,-84.45,-15.94357
SGR,1284,17.72,-16.061882,-94.2,-16.06188
SGR,1285,17.73,-30.0606632,-94.05,-30.06066
SGR,1286,17.97,-30.0182076,-90.45,-30.01821
SGR,1287,17.98,-37.0174599,-90.3,-37.01746
SGR,1288,19.31,-36.7785645,-70.35,-36.77856
SGR,1289,19.32,-45.277565,-70.2,-45.27757
SGR,1290,20.48,-45.0900002,-52.8,-45.09
SGR,1291,20.46,-27.5913391,-53.1,-27.59134
SGR,1292,20.13,-27.6419144,-58.05,-27.64191
SGR,1293,20.12,-11.6762342,-58.2,-11.67623
SCO,1294,16.03,-8.3523235,-119.55,-8.35232
SCO,1295,16.38,-8.2958899,-114.3,-8.29589
SCO,1296,16.39,-18.5452347,-114.15,-18.54523
SCO,1297,16.5,-18.5272255,-112.5,-18.52723
SCO,1298,16.5,-19.5271549,-112.5,-19.52715
SCO,1299,16.39,-19.545166,-114.15,-19.54517
SCO,1300,16.39,-24.8781185,-114.15,-24.87812
SCO,1301,16.88,-24.7960968,-106.8,-24.7961
SCO,1302,16.88,-30.2123089,-106.8,-30.21231
SCO,1303,17.73,-30.0606632,-94.05,-30.06066
SCO,1304,17.97,-30.0182076,-90.45,-30.01821
SCO,1305,17.98,-37.0174599,-90.3,-37.01746
SCO,1306,17.99,-45.516346,-90.15,-45.51635
SCO,1307,16.57,-45.7670517,-111.45,-45.76705
SCO,1308,16.57,-42.2674789,-111.45,-42.26748
SCO,1309,16.14,-42.3366776,-117.9,-42.33668
SCO,1310,16.13,-29.8377628,-118.05,-29.83776
SCO,1311,15.8,-29.889616,-123,-29.88962
SCO,1312,15.79,-20.3902016,-123.15,-20.3902
SCO,1313,16.04,-20.3516178,-119.4,-20.35162
SCL,1314,23.11,-24.8250446,-13.35,-24.82504
SCL,1315,23.94,-24.8042011,-0.9,-24.8042
SCL,1316,1.76,-24.8729095,26.4,-24.87291
SCL,1317,1.76,-39.3726234,26.4,-39.37262
SCL,1318,23.45,-39.3127594,-8.25,-39.31276
SCL,1319,23.45,-36.312767,-8.25,-36.31277
SCL,1320,23.12,-36.3249741,-13.2,-36.32497
SCT,1321,18.37,-15.943572,-84.45,-15.94357
SCT,1322,18.99,-15.8328123,-75.15,-15.83281
SCT,1323,18.98,-11.866436,-75.3,-11.86644
SCT,1324,18.98,-3.8336766,-75.3,-3.83368
SCT,1325,18.69,-3.884223,-79.65,-3.88422
SCT,1326,18.36,-3.9444826,-84.6,-3.94448
SER1,1327,15.19,-0.4742887,-132.15,-0.47429
SER1,1328,15.19,7.525393,-132.15,7.52539
SER1,1329,15.17,25.5246105,-132.45,25.52461
SER1,1330,15.27,25.5380573,-130.95,25.53806
SER1,1331,16.12,25.6641407,-118.2,25.66414
SER1,1332,16.12,21.6644115,-118.2,21.66441
SER1,1333,16.01,21.6459675,-119.85,21.64597
SER1,1334,16.01,15.6463346,-119.85,15.64633
SER1,1335,16.18,15.6728001,-117.3,15.6728
SER1,1336,16.19,3.6735139,-117.15,3.67351
SER1,1337,16.37,3.7033811,-114.45,3.70338
SER1,1338,16.37,-0.2963768,-114.45,-0.29638
SER1,1339,16.38,-3.54618,-114.3,-3.54618
SER1,1340,16.03,-3.602587,-119.55,-3.60259
SER1,1341,15.19,-3.72416,-132.15,-3.72416
SER2,1342,18.36,0.0552235,-84.6,0.05522
SER2,1343,18.35,3.0550034,-84.75,3.055
SER2,1344,18.53,3.0867271,-82.05,3.08673
SER2,1345,18.53,4.5866175,-82.05,4.58662
SER2,1346,18.35,4.554893,-84.75,4.55489
SER2,1347,18.35,6.3047633,-84.75,6.30476
SER2,1348,18.76,6.3791943,-78.6,6.37919
SER2,1349,18.97,6.4156075,-75.45,6.41561
SER2,1350,18.97,2.1659052,-75.45,2.16591
SER2,1351,18.69,2.115346,-79.65,2.11535
SER2,1352,18.69,0.1154895,-79.65,0.11549
SER2,1353,18.69,-3.884223,-79.65,-3.88422
SER2,1354,18.36,-3.9444826,-84.6,-3.94448
SER2,1355,18.37,-15.943572,-84.45,-15.94357
SER2,1356,17.72,-16.061882,-94.2,-16.06188
SER2,1357,17.29,-16.1399899,-100.65,-16.13999
SER2,1358,17.28,-10.1404381,-100.8,-10.14044
SER2,1359,17.7,-10.0653696,-94.5,-10.06537
SER2,1360,17.7,-11.7319136,-94.5,-11.73191
SER2,1361,17.78,-11.7167768,-93.3,-11.71678
SER2,1362,17.78,-10.0502338,-93.3,-10.05023
SER2,1363,18.08,-9.9956055,-88.8,-9.99561
SER2,1364,18.08,-3.9960551,-88.8,-3.99606
SER2,1365,17.94,-4.0203514,-90.9,-4.02035
SER2,1366,17.94,-0.0206471,-90.9,-0.02065
SEX,1367,9.69,-0.5670585,145.35,-0.56706
SEX,1368,9.69,6.4327669,145.35,6.43277
SEX,1369,10.86,6.3377299,162.9,6.33773
SEX,1370,10.86,-0.6622211,162.9,-0.66222
SEX,1371,10.86,-6.662179,162.9,-6.66218
SEX,1372,10.85,-11.6621428,162.75,-11.66214
SEX,1373,9.68,-11.566781,145.2,-11.56678
TAU,1374,3.39,-1.3029516,50.85,-1.30295
TAU,1375,3.39,0.4469725,50.85,0.44697
TAU,1376,3.4,10.3632069,51,10.36321
TAU,1377,3.4,19.4461136,51,19.44611
TAU,1378,3.49,19.4343338,52.35,19.43433
TAU,1379,3.5,31.1003609,52.5,31.10036
TAU,1380,4.63,30.921875,69.45,30.92188
TAU,1381,4.63,30.2552605,69.45,30.25526
TAU,1382,4.88,30.2123089,73.2,30.21231
TAU,1383,4.88,28.7124405,73.2,28.71244
TAU,1384,6.02,28.509243,90.3,28.50924
TAU,1385,6.01,28.0092907,90.15,28.00929
TAU,1386,6.01,22.8430862,90.15,22.84309
TAU,1387,5.83,22.8764725,87.45,22.87647
TAU,1388,5.82,18.0435486,87.3,18.04355
TAU,1389,5.89,18.0314159,88.35,18.03142
TAU,1390,5.88,12.5318508,88.2,12.53185
TAU,1391,5.72,12.5621548,85.8,12.56215
TAU,1392,5.72,15.5619202,85.8,15.56192
TAU,1393,5.45,15.6101446,81.75,15.61014
TAU,1394,5.45,16.1101055,81.75,16.11011
TAU,1395,5.09,16.175499,76.35,16.1755
TAU,1396,5.09,15.6755352,76.35,15.67554
TAU,1397,4.74,15.7364635,71.1,15.73646
TAU,1398,4.72,0.2375014,70.8,0.2375
TAU,1399,3.69,0.4037257,55.35,0.40373
TAU,1400,3.69,-1.3461887,55.35,-1.34619
TEL,1401,20.5,-56.5885773,-52.5,-56.58858
TEL,1402,20.48,-45.0900002,-52.8,-45.09
TEL,1403,19.32,-45.277565,-70.2,-45.27757
TEL,1404,18.15,-45.4859734,-87.75,-45.48597
TEL,1405,18.18,-56.9837723,-87.3,-56.98377
TRA,1406,14.94,-70.5115433,-135.9,-70.51154
TRA,1407,14.93,-68.012207,-136.05,-68.01221
TRA,1408,15.1,-67.9909286,-133.5,-67.99093
TRA,1409,15.09,-64.0751266,-133.65,-64.07513
TRA,1410,15.34,-64.0415649,-129.9,-64.04156
TRA,1411,15.34,-61.4587479,-129.9,-61.45875
TRA,1412,15.51,-61.4353065,-127.35,-61.43531
TRA,1413,15.5,-60.4354935,-127.5,-60.43549
TRA,1414,16.6,-60.2644577,-111,-60.26446
TRA,1415,16.61,-61.2641945,-110.85,-61.26419
TRA,1416,16.77,-61.2364578,-108.45,-61.23646
TRA,1417,16.78,-63.8189964,-108.3,-63.819
TRA,1418,16.95,-63.7900925,-105.75,-63.79009
TRA,1419,16.95,-65.2062531,-105.75,-65.20625
TRA,1420,17.04,-65.1916428,-104.4,-65.19164
TRA,1421,17.05,-67.6905823,-104.25,-67.69058
TRA,1422,17.22,-67.661087,-101.7,-67.66109
TRA,1423,17.23,-70.1597443,-101.55,-70.15974
TRI,1424,1.78,25.6263351,26.7,25.62634
TRI,1425,1.78,28.6262817,26.7,28.62628
TRI,1426,1.52,28.6454391,22.8,28.64544
TRI,1427,1.53,33.6453705,22.95,33.64537
TRI,1428,1.53,35.6453362,22.95,35.64534
TRI,1429,2.12,35.5971375,31.8,35.59714
TRI,1430,2.12,37.347084,31.8,37.34708
TRI,1431,2.65,37.2931557,39.75,37.29316
TRI,1432,2.7,37.2873878,40.5,37.28739
TRI,1433,2.69,34.5375137,40.35,34.53751
TRI,1434,2.84,34.5196762,42.6,34.51968
TRI,1435,2.84,31.1865025,42.6,31.1865
TRI,1436,2.54,31.2213154,38.1,31.22132
TRI,1437,2.54,27.8047638,38.1,27.80476
TRI,1438,2.04,27.8550186,30.6,27.85502
TRI,1439,2.03,25.6050701,30.45,25.60507
TUC,1440,23.47,-74.3124619,-7.95,-74.31246
TUC,1441,0.1,-74.3039627,1.5,-74.30396
TUC,1442,0.82,-74.318573,12.3,-74.31857
TUC,1443,0.82,-75.3185272,12.3,-75.31853
TUC,1444,1.38,-75.3472214,20.7,-75.34722
TUC,1445,1.41,-57.8484154,21.15,-57.84842
TUC,1446,23.45,-57.8126793,-8.25,-57.81268
TUC,1447,23.45,-56.3126869,-8.25,-56.31269
TUC,1448,22.14,-56.3908348,-27.9,-56.39083
TUC,1449,22.16,-66.8899918,-27.6,-66.88999
TUC,1450,23.46,-66.8125992,-8.1,-66.8126
UMA,1451,9.71,41.431675,145.65,41.43168
UMA,1452,9.3,41.4785957,139.5,41.4786
UMA,1453,9.31,46.4782791,139.65,46.47828
UMA,1454,8.56,46.5777283,128.4,46.57773
UMA,1455,8.59,59.5759888,128.85,59.57599
UMA,1456,8.14,59.6433983,122.1,59.6434
UMA,1457,8.21,73.1383743,123.15,73.13837
UMA,1458,9.37,72.9741364,140.55,72.97414
UMA,1459,11.46,72.8125,171.9,72.8125
UMA,1460,11.46,65.8126068,171.9,65.81261
UMA,1461,12.11,65.8039627,-178.35,65.80396
UMA,1462,12.11,63.3039627,-178.35,63.30396
UMA,1463,13.57,63.3593445,-156.45,63.35934
UMA,1464,13.57,62.3593979,-156.45,62.3594
UMA,1465,14.47,62.4414825,-142.95,62.44148
UMA,1466,14.48,54.9422379,-142.8,54.94224
UMA,1467,14.11,54.9035759,-148.35,54.90358
UMA,1468,14.11,47.9039383,-148.35,47.90394
UMA,1469,13.59,47.8599281,-156.15,47.85993
UMA,1470,13.58,52.3598061,-156.3,52.35981
UMA,1471,12.19,52.3043365,-177.15,52.30434
UMA,1472,12.19,44.3043365,-177.15,44.30434
UMA,1473,12.11,44.3039627,-178.35,44.30396
UMA,1474,12.11,33.3039627,-178.35,33.30396
UMA,1475,12.11,28.3039627,-178.35,28.30396
UMA,1476,11.97,28.3040466,179.55,28.30405
UMA,1477,11.11,28.3250256,166.65,28.32503
UMA,1478,11.11,33.3249931,166.65,33.32499
UMA,1479,10.9,33.3356781,163.5,33.33568
UMA,1480,10.9,39.3356133,163.5,39.33561
UMA,1481,10.29,39.3774109,154.35,39.37741
UMA,1482,10.29,41.3773613,154.35,41.37736
UMI,1483,13.05,76.3289108,-164.25,76.32891
UMI,1484,13.07,69.329361,-163.95,69.32936
UMI,1485,14.04,69.3991165,-149.4,69.39912
UMI,1486,14.05,65.3996506,-149.25,65.39965
UMI,1487,15.69,65.6023483,-124.65,65.60235
UMI,1488,15.67,69.6009445,-124.95,69.60094
UMI,1489,16.52,69.7383041,-112.2,69.7383
UMI,1490,16.48,74.734787,-112.8,74.73479
UMI,1491,17.44,74.9033127,-98.4,74.90331
UMI,1492,17.35,79.8953476,-99.75,79.89535
UMI,1493,17.84,79.9857483,-92.4,79.98575
UMI,1494,17.45,85.9495697,-98.25,85.94957
UMI,1495,20.58,86.4656219,-51.3,86.46562
UMI,1496,20.56,86.6306305,-51.6,86.63063
UMI,1497,22.9,86.8368912,-16.5,86.83689
UMI,1498,22.62,88.663887,-20.7,88.66389
UMI,1499,9.06,87.5689163,135.9,87.56892
UMI,1500,8.69,86.0975418,130.35,86.09754
UMI,1501,14.2,85.930809,-147,85.93081
UMI,1502,14.45,79.4449844,-143.25,79.44498
UMI,1503,13.59,79.3629303,-156.15,79.36293
UMI,1504,13.61,76.3638153,-155.85,76.36382
VEL,1505,11.09,-57.1744423,166.35,-57.17444
VEL,1506,11.1,-40.4246216,166.5,-40.42462
VEL,1507,9.45,-40.2918739,141.75,-40.29187
VEL,1508,9.45,-37.2920151,141.75,-37.29202
VEL,1509,8.45,-37.160038,126.75,-37.16004
VEL,1510,8.44,-43.4095192,126.6,-43.40952
VEL,1511,8.07,-43.3535042,121.05,-43.3535
VEL,1512,8.06,-51.1025848,120.9,-51.10258
VEL,1513,8.23,-51.1285286,123.45,-51.12853
VEL,1514,8.22,-53.3782196,123.3,-53.37822
VEL,1515,8.51,-53.4206772,127.65,-53.42068
VEL,1516,8.5,-54.9204712,127.5,-54.92047
VEL,1517,8.89,-54.9742203,133.35,-54.97422
VEL,1518,8.89,-56.9739723,133.35,-56.97397
VIR,1519,11.62,-0.6916979,174.3,-0.6917
VIR,1520,11.62,10.3082914,174.3,10.30829
VIR,1521,11.97,10.3040485,179.55,10.30405
VIR,1522,11.97,13.3040485,179.55,13.30405
VIR,1523,12.94,13.3225126,-165.9,13.32251
VIR,1524,12.94,14.3225088,-165.9,14.32251
VIR,1525,13.6,14.3604937,-156,14.36049
VIR,1526,13.6,7.3605771,-156,7.36058
VIR,1527,15.19,7.525393,-132.15,7.52539
VIR,1528,15.19,-0.4742887,-132.15,-0.47429
VIR,1529,14.77,-0.5269387,-138.45,-0.52694
VIR,1530,14.78,-8.5266848,-138.3,-8.52668
VIR,1531,14.36,-8.5731344,-144.6,-8.57313
VIR,1532,14.37,-22.5727749,-144.45,-22.57277
VIR,1533,12.94,-22.6773415,-165.9,-22.67734
VIR,1534,12.94,-11.6773882,-165.9,-11.67739
VIR,1535,11.94,-11.695797,179.1,-11.6958
VIR,1536,11.94,-6.6957974,179.1,-6.6958
VIR,1537,11.62,-6.6916924,174.3,-6.69169
VOL,1538,6.6,-64.1070251,99,-64.10703
VOL,1539,6.56,-70.1041336,98.4,-70.10413
VOL,1540,6.52,-75.1000366,97.8,-75.10004
VOL,1541,7.61,-75.289917,114.15,-75.28992
VOL,1542,9.02,-75.4954681,135.3,-75.49547
VOL,1543,9.07,-64.4990387,136.05,-64.49904
VOL,1544,6.85,-64.1518784,102.75,-64.15188
VUL,1545,18.96,21.2478352,-75.6,21.24784
VUL,1546,18.95,25.6641407,-75.75,25.66414
VUL,1547,19.34,25.7325745,-69.9,25.73257
VUL,1548,19.34,27.7324085,-69.9,27.73241
VUL,1549,19.75,27.8011742,-63.75,27.80117
VUL,1550,19.75,29.3010578,-63.75,29.30106
VUL,1551,21,29.4871387,-45,29.48714
VUL,1552,21.01,28.4871883,-44.85,28.48719
VUL,1553,21.51,28.5480537,-37.35,28.54805
VUL,1554,21.51,24.0482101,-37.35,24.04821
VUL,1555,21.34,24.0289364,-39.9,24.02894
VUL,1556,21.35,20.0290813,-39.75,20.02908
VUL,1557,21.15,20.0046406,-42.75,20.00464
VUL,1558,20.66,19.9399967,-50.1,19.94
VUL,1559,20.66,20.9399471,-50.1,20.93995
VUL,1560,20.34,20.8936996,-54.9,20.8937
VUL,1561,20.34,21.6436558,-54.9,21.64366
VUL,1562,19.92,21.5787334,-61.2,21.57873
VUL,1563,19.93,19.4955387,-61.05,19.49554
VUL,1564,19.34,19.3982983,-69.9,19.3983
VUL,1565,19.34,21.3148155,-69.9,21.31482
